UAI,Sigle,Nom Archipel,Nom complet (Archipel),Nom complet,PAS.1.Collège de rattachement,PAS.1.Dénomination principale,PAS.1.Dénomination complémentaire,Education prioritaire (Archipel),Territoire,Adresse,PAS.1.Lieu dit,Code Postal,Ville,IPS,ULIS,Degré,Secteur,Mail,Téléphone,Chef d'établissement,PAS.1.Hébergement,Circonscription,PAS,Nom du PAS,Bassin,Secteur SEGPA,Secteur ERSEH,ERSEH,PIAL,Effectifs ens. Adapté,Effectifs (Archipel),PAS.1.Effectifs,Latitude,Longitude,Lat Moyen Secteur,Long Moyen Secteur,Indice d'éloignement
0671595V,"CLG ",COLLEGE FRANCOISE DOLTO,COLLEGE FRANCOISE DOLTO REICHSHOFFEN,COLLEGE FRANCOISE DOLTO REICHSHOFFEN,COLLEGE FRANCOISE DOLTO,"COLLEGE ","FRANCOISE DOLTO ",Hors EP,,14 rue du Cerf,,67110,REICHSHOFFEN,92,1,2nd degré,Public,ce.0671595V@ac-strasbourg.fr,0388090460,PASCAL RICHARTH,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 4,SPITZER Bénédicte,PIAL_0671595V,56,370,414,48.92889503,7.6590998,"48,91888555","7,708009121",3.742726828
0671596W,"CLG ",COLLEGE MARECHAL DE MAC MAHON,COLLEGE MARECHAL DE MAC MAHON WOERTH,COLLEGE MARECHAL DE MAC MAHON WOERTH,COLLEGE MARECHAL DE MAC MAHON,"COLLEGE ","MARECHAL DE MAC MAHON ",Hors EP,,2 rue Victor Hugo,,67360,WOERTH,102.2,1,2nd degré,Public,ce.0671596W@ac-strasbourg.fr,0388540762,MICHELE PRUDHOMME,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 2,KOPPITZ Céline,PIAL_0671596W,,435,426,48.94066202,7.740693119,"48,91888555","7,708009121",3.400634736
0671618V,"LG PR ",LYCEE GENERAL PRIVE SEMINAIRE DE JEUNES,LYCEE GENERAL PRIVE SEMINAIRE DE JEUNES WALBOURG,LYCEE GENERAL PRIVE SEMINAIRE DE JEUNES WALBOURG,,"LYCEE GENERAL PRIVE ","SEMINAIRE DE JEUNES ",Sans objet,,60 grand'rue,,67360,WALBOURG,129.3,0,2nd degré,Privé,Ce.0671618V@ac-strasbourg.fr,0388902929,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 5,BELLO Anaël,PIAL_0672136H,,236,224,48.88639877,7.789902547,"48,91888555","7,708009121",6.991375635
0671738A,"CLG ",COLLEGE CHARLES MUNCH,COLLEGE CHARLES MUNCH NIEDERBRONN LES BAINS,COLLEGE CHARLES MUNCH NIEDERBRONN LES BAINS,COLLEGE CHARLES MUNCH,"COLLEGE ","CHARLES MUNCH ",Hors EP,,4 rue des Soeurs,,67110,NIEDERBRONN LES BAINS,101.9,1,2nd degré,Public,ce.0671738A@ac-strasbourg.fr,0388090529,CHRISTIAN UNTEREINER,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,305,353,48.95739533,7.636112247,"48,91888555","7,708009121",6.775966126
0671858F,"E.E.PR ",ECOLE PRIMAIRE PRIVEE SEMINAIRE DES JEUNES,ECOLE PRIMAIRE PRIVEE SEMINAIRE DES JEUNES WALBOURG,ECOLE PRIMAIRE PRIVEE SEMINAIRE DE JEUNES WALBOURG,,"ECOLE PRIMAIRE PRIVEE ","SEMINAIRE DE JEUNES ",Hors EP,,60 grand'rue,,67360,WALBOURG,0,0,1er degré,Privé," ce.0671858F@ac-strasbourg.fr",0388902929,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 5,BELLO Anaël,PIAL_0672136H,,62,60,48.88639877,7.789902547,"48,91888555","7,708009121",6.991375635
0671912P,"CLG ",COLLEGE JACQUES TATI,COLLEGE JACQUES TATI MERTZWILLER,COLLEGE JACQUES TATI MERTZWILLER,COLLEGE JACQUES TATI,"COLLEGE ","JACQUES TATI ",Hors EP,,12 rue Louis Pasteur,,67580,MERTZWILLER,102.3,1,2nd degré,Public,ce.0671912P@ac-strasbourg.fr,0388903201,GILA ROSTAMI ENYEGUE,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 4,SPITZER Bénédicte,PIAL_0672494X,,265,255,48.86696576,7.689353602,"48,91888555","7,708009121",5.932126758
0672026N,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE GUNSTETT,ECOLE PRIMAIRE PUBLIQUE GUNSTETT,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 rue de la Mairie,,67360,GUNSTETT,0,0,1er degré,Public,ce.0672026N@ac-strasbourg.fr,0388540486,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,45,38,48.91536625,7.764980462,"48,91888555","7,708009121",4.181347235
0672028R,"E.P.PU ",ECOLE HENRI MERTZ,ECOLE HENRI MERTZ LEMBACH,ECOLE PRIMAIRE PUBLIQUE HENRI MERTZ LEMBACH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ","HENRI MERTZ ",Hors EP,,10 rue des Ecoles,,67510,LEMBACH,0,0,1er degré,Public,ce.0672028R@ac-strasbourg.fr,0388942157,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,122,126,49.00295768,7.795090457,"48,91888555","7,708009121",11.30537842
0672030T,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE MORSBRONN LES BAINS,ECOLE PRIMAIRE PUBLIQUE MORSBRONN LES BAINS,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,44 rue Principale,,67360,MORSBRONN LES BAINS,0,0,1er degré,Public,ce.0672030T@ac-strasbourg.fr,0388540758,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,44,39,48.9007249,7.744616769,"48,91888555","7,708009121",3.351939967
0672104Y,"E.P.PU ",GROUPE SCOLAIRE RENE EGLES,GROUPE SCOLAIRE RENE EGLES GUMBRECHTSHOFFEN,GROUPE SCOLAIRE RENE EGLES RENE EGLES GUMBRECHTSHOFFEN,COLLEGE CHARLES MUNCH,"GROUPE SCOLAIRE RENE EGLES ","RENE EGLES ",Hors EP,,7 rue Principale,,67110,GUMBRECHTSHOFFEN,0,0,1er degré,Public,ce.0672104Y@ac-strasbourg.fr,0388729690,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,66,89,48.90733197,7.626358026,"48,91888555","7,708009121",6.103601936
0672111F,"E.P.PU ",ECOLE PRIMAIRE FRANCOIS GRUSSENMEYER,ECOLE PRIMAIRE FRANCOIS GRUSSENMEYER REICHSHOFFEN,ECOLE PRIMAIRE PUBLIQUE FRANCOIS GRUSSENMEYER REICHSHOFFEN,COLLEGE FRANCOISE DOLTO,"ECOLE PRIMAIRE PUBLIQUE ","FRANCOIS GRUSSENMEYER ",Hors EP,,26 rue de la Liberté,,67110,REICHSHOFFEN,0,1,1er degré,Public,ce.0672111F@ac-strasbourg.fr,0388090212,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,297,341,48.93363106,7.665312158,"48,91888555","7,708009121",3.524039029
0672279N,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE OBERBRONN,ECOLE PRIMAIRE PUBLIQUE OBERBRONN,COLLEGE CHARLES MUNCH,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,Impasse de l'Ecole,,67110,OBERBRONN,0,0,1er degré,Public,ce.0672279N@ac-strasbourg.fr,0388097202,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,88,94,48.94016029,7.611225712,"48,91888555","7,708009121",7.455635047
0672280P,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ZINSWILLER,ECOLE PRIMAIRE PUBLIQUE ZINSWILLER,COLLEGE CHARLES MUNCH,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,53 grand'rue,,67110,ZINSWILLER,0,0,1er degré,Public,ce.0672280P@ac-strasbourg.fr,0388097268,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,61,66,48.9194862,7.58877135,"48,91888555","7,708009121",8.712807605
0672302N,"CLG PR ",COLLEGE PRIVE SEMINAIRE DE JEUNES,COLLEGE PRIVE SEMINAIRE DE JEUNES WALBOURG,COLLEGE PRIVE SEMINAIRE DE JEUNES WALBOURG,,"COLLEGE PRIVE ","SEMINAIRE DE JEUNES ",Hors EP,,60 grand'rue,,67360,WALBOURG,121.3,0,2nd degré,Privé,Ce.0672302N@ac-strasbourg.fr,0388902929,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 5,BELLO Anaël,PIAL_0672136H,,434,398,48.88639877,7.789902547,"48,91888555","7,708009121",6.991375635
0672350R,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE DURRENBACH,ECOLE PRIMAIRE PUBLIQUE DURRENBACH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,36 rue Principale,,67360,DURRENBACH,0,0,1er degré,Public,ce.0672350R@ac-strasbourg.fr,0388902359,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,92,104,48.89774371,7.767730011,"48,91888555","7,708009121",4.957518151
0672352T,"E.E.PU ",ECOLE ELEMENTAIRE BREITMATT,ECOLE ELEMENTAIRE BREITMATT GUNDERSHOFFEN,ECOLE ELEMENTAIRE PUBLIQUE BREITMATT GUNDERSHOFFEN,COLLEGE FRANCOISE DOLTO,"ECOLE ELEMENTAIRE PUBLIQUE ","BREITMATT ",Hors EP,,10 rue d'Alsace,,67110,GUNDERSHOFFEN,0,0,1er degré,Public,ce.0672352T@ac-strasbourg.fr,0388729579,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,151,151,48.90642915,7.654606256,"48,91888555","7,708009121",4.141095413
0672393M,"E.E.PU ",ECOLE PRIMAIRE HANS HAUG,ECOLE PRIMAIRE HANS HAUG NIEDERBRONN LES BAINS,ECOLE PRIMAIRE PUBLIQUE HANS HAUG NIEDERBRONN LES BAINS,COLLEGE CHARLES MUNCH,"ECOLE PRIMAIRE PUBLIQUE ","HANS HAUG ",Hors EP,,2 rue des Soeurs,,67110,NIEDERBRONN LES BAINS,0,1,1er degré,Public,ce.0672393M@ac-strasbourg.fr,0388090267,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,157,204,48.95600346,7.636976965,"48,91888555","7,708009121",6.629749952
0672398T,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE WOERTH,ECOLE PRIMAIRE PUBLIQUE WOERTH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,3 rue de Soultz,,67360,WOERTH,0,1,1er degré,Public,ce.0672398T@ac-strasbourg.fr,0789053988,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,149,107,48.93828088,7.747130073,"48,91888555","7,708009121",3.580397615
0672494X,"E.E.PU ",ECOLE ELEMENTAIRE LA BUISSONNIERE,ECOLE ELEMENTAIRE LA BUISSONNIERE MERTZWILLER,ECOLE PRIMAIRE PUBLIQUE LA BUISSONNIERE MERTZWILLER,COLLEGE JACQUES TATI,"ECOLE PRIMAIRE PUBLIQUE ","LA BUISSONNIERE ",Hors EP,,15 rue du Lin,,67580,MERTZWILLER,0,0,1er degré,Public,ce.0672494X@ac-strasbourg.fr,0388903132,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0672494X,,162,189,48.86506134,7.685790044,"48,91888555","7,708009121",6.201503869
0672498B,"E.M.PU ",ECOLE MATERNELLE MONTROUGE,ECOLE MATERNELLE MONTROUGE NIEDERBRONN LES BAINS,ECOLE MATERNELLE PUBLIQUE MONTROUGE NIEDERBRONN LES BAINS,COLLEGE CHARLES MUNCH,"ECOLE MATERNELLE PUBLIQUE ","MONTROUGE ",Hors EP,,12 rue du Stade,,67110,NIEDERBRONN LES BAINS,0,0,1er degré,Public,ce.0672498B@ac-strasbourg.fr,0388097105,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,81,96,48.95563168,7.638482595,"48,91888555","7,708009121",6.5180648
0672617F,"E.M.PU ",ECOLE MATERNELLE LA BUISSONNIERE,ECOLE MATERNELLE LA BUISSONNIERE MERTZWILLER,ECOLE MATERNELLE PUBLIQUE LA BUISSONNIERE MERTZWILLER,COLLEGE JACQUES TATI,"ECOLE MATERNELLE PUBLIQUE ","LA BUISSONNIERE ",Hors EP,,Rue des Bergers,,67580,MERTZWILLER,0,0,1er degré,Public,ce.0672617F@ac-strasbourg.fr,0388904009,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 4,SPITZER Bénédicte,PIAL_0672494X,,93,99,48.86595866,7.687191322,"48,91888555","7,708009121",6.078807929
0672798C,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE LAMPERTSLOCH,ECOLE PRIMAIRE PUBLIQUE DE LAMPERSTLOCH LAMPERTSLOCH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ","DE LAMPERSTLOCH ",Hors EP,,4 impasse de la Nouvelle Ecole,,67250,LAMPERTSLOCH,0,0,1er degré,Public,ce.0672798C@ac-strasbourg.fr,0388807292,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,50,50,48.95655881,7.815521426,"48,91888555","7,708009121",8.900333065
0672798C,E.P.PU,ECOLE PRIMAIRE,ECOLE PRIMAIRE LAMPERTSLOCH,ECOLE PRIMAIRE LAMPERTSLOCH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE PUBLIQUE ","DE LAMPERSTLOCH ",Hors EP,,4 impasse de la Nouvelle Ecole,,67250,LAMPERTSLOCH,0,0,1er degré,Public,ce.0672798c@ac-strasbourg.Fr,,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 2,KOPPITZ Céline,PIAL_0671596W,,50,50,48.95655881,7.815521426,"48,91888555","7,708009121",8.900333065
0672851K,"E.P.PU ",ECOLE ELEMENTAIRE,ECOLE ELEMENTAIRE DAMBACH,ECOLE ELEMENTAIRE PUBLIQUE DAMBACH,COLLEGE FRANCOISE DOLTO,"ECOLE ELEMENTAIRE PUBLIQUE ",,Hors EP,,42 rue Principale,,67110,DAMBACH,0,0,1er degré,Public,ce.0672851K@ac-strasbourg.fr,0388092049,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,COLLEGE FRANCOISE DOLTO,NORD 4,SPITZER Bénédicte,PIAL_0671595V,,68,55,49.0098726,7.625702376,"48,91888555","7,708009121",11.76703207
0672901P,"E.P.PU ",ECOLE LES PETITS RENARDS,ECOLE LES PETITS RENARDS HEGENEY,ECOLE PRIMAIRE LES PETITS RENARDS HEGENEY,COLLEGE MARECHAL DE MAC MAHON,"ECOLE PRIMAIRE ","LES PETITS RENARDS ",Hors EP,,35 rue Principale,,67360,HEGENEY,0,0,1er degré,Public,ce.0672901P@ac-strasbourg.fr,0388095466,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 2,KOPPITZ Céline,PIAL_0671596W,,36,37,48.8905731,7.740397969,"48,91888555","7,708009121",3.938940873
0672935B,"E.M.PU ",ECOLE MATERNELLE PUBLIQUE,ECOLE MATERNELLE PUBLIQUE OBERDORF SPACHBACH,ECOLE MATERNELLE PUBLIQUE OBERDORF SPACHBACH,COLLEGE MARECHAL DE MAC MAHON,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,24 rue de l'Eglise,,67360,OBERDORF SPACHBACH,0,0,1er degré,Public,ce.0672935B@ac-strasbourg.fr,0388540826,,,HAGUENAU NORD,NIEDERBRONN-SAUER,Niederbronn-Sauer,NORD,,NORD 2,KOPPITZ Céline,PIAL_0671596W,,22,24,48.92532537,7.757880603,"48,91888555","7,708009121",3.713526803
0672509N,"E.E.PU ",ECOLE ELEMENTAIRE INTERCOMMUNALE,ECOLE ELEMENTAIRE INTERCOMMUNALE BEINHEIM,ECOLE ELEMENTAIRE PUBLIQUE INTERCOMMUNALE BEINHEIM,COLLEGE CHARLES DE GAULLE,"ECOLE ELEMENTAIRE PUBLIQUE ","INTERCOMMUNALE ",Hors EP,,Rue du Foyer,,67930,BEINHEIM,0,0,1er degré,Public,ce.0672509N@ac-strasbourg.fr,0388863667,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,SELTZ Charles de Gaulle,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,92,101,48.86323873,8.091865697,"48,91919561","7,967390469",11.02410537
0670363F,"E.M.PU ",ECOLE MATERNELLE LA CAPUCINE,ECOLE MATERNELLE LA CAPUCINE SELTZ,ECOLE MATERNELLE PUBLIQUE LA CAPUCINE SELTZ,COLLEGE CHARLES DE GAULLE,"ECOLE MATERNELLE PUBLIQUE ","LA CAPUCINE ",Hors EP,,15 rue du Général de Gaulle,,67470,SELTZ,0,0,1er degré,Public,ce.0670363F@ac-strasbourg.fr,0388055534,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,73,75,48.90139801,8.112968519,"48,91919561","7,967390469",10.82158848
0670361D,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE BEINHEIM,ECOLE MATERNELLE PUBLIQUE BEINHEIM,COLLEGE CHARLES DE GAULLE,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,8 rue des Bleuets,,67930,BEINHEIM,0,0,1er degré,Public,ce.0670361D@ac-strasbourg.fr,0388864412,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,62,46,48.86058505,8.085974692,"48,91919561","7,967390469",10.84622589
0671597X,"CLG ",COLLEGE CHARLES DE GAULLE,COLLEGE CHARLES DE GAULLE SELTZ,COLLEGE CHARLES DE GAULLE SELTZ,COLLEGE CHARLES DE GAULLE,"COLLEGE ","CHARLES DE GAULLE ",Hors EP,,3 rue du Général de Gaulle,,67470,SELTZ,101.1,1,2nd degré,Public,ce.0671597X@ac-strasbourg.fr,0388865063,FREDERIC COLLARD,SANS INTERNAT AVEC DEMI PENSION,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,,NORD 3,MERCKEL Stéphanie,PIAL_0671597X,55,405,499,48.90194233,8.111640082,"48,91919561","7,967390469",10.71509764
0672263W,"E.E.PU ",ECOLE PRIMAIRE DE LA FONTAINE,ECOLE PRIMAIRE DE LA FONTAINE SELTZ,ECOLE PRIMAIRE PUBLIQUE DE LA FONTAINE SELTZ,COLLEGE CHARLES DE GAULLE,"ECOLE PRIMAIRE PUBLIQUE ","DE LA FONTAINE ",Hors EP,,15 rue Principale,,67470,SELTZ,0,1,1er degré,Public,ce.0672263W@ac-strasbourg.fr,0388865038,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,SELTZ Charles de Gaulle,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,158,176,48.89378838,8.107086789,"48,91919561","7,967390469",10.5936822
0672912B,"E.P.PU ",ECOLE PRIMAIRE PUBLIQUE,ECOLE PRIMAIRE PUBLIQUE MERKWILLER PECHELBRONN,ECOLE PRIMAIRE PUBLIQUE MERKWILLER PECHELBRONN,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 rue de l'Ecole,,67250,MERKWILLER PECHELBRONN,0,0,1er degré,Public,ce.0672912B@ac-strasbourg.fr,0388807244,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,65,84,48.93682781,7.827843904,"48,91919561","7,967390469",10.38150444
0672676V,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE LOBSANN,ECOLE PRIMAIRE PUBLIQUE LOBSANN,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,32 rue Principale,,67250,LOBSANN,0,0,1er degré,Public,ce.0672676V@ac-strasbourg.fr,0388092976,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,48,44,48.96380009,7.8457281,"48,91919561","7,967390469",10.17624326
0670585X,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SCHAFFHOUSE PRES SELTZ,ECOLE PRIMAIRE PUBLIQUE SCHAFFHOUSE PRES SELTZ,COLLEGE CHARLES DE GAULLE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,2 rue de la Forêt,,67470,SCHAFFHOUSE PRES SELTZ,0,0,1er degré,Public,ce.0670585X@ac-strasbourg.fr,0388861151,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,SELTZ Charles de Gaulle,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,50,48,48.90891496,8.09854121,"48,91919561","7,967390469",9.651936749
0672577M,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SURBOURG,ECOLE PRIMAIRE PUBLIQUE SURBOURG,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,22 rue des Ecoles,,67250,SURBOURG,0,0,1er degré,Public,ce.0672577M@ac-strasbourg.fr,0388804523,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,109,109,48.90921333,7.846015406,"48,91919561","7,967390469",8.93878893
0670371P,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE SURBOURG,ECOLE MATERNELLE PUBLIQUE SURBOURG,COLLEGE DE L'OUTRE FORET,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,20A rue des écoles,,67250,SURBOURG,0,0,1er degré,Public,ce.0670371P@ac-strasbourg.fr,0388804545,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,45,69,48.91039445,7.847039948,"48,91919561","7,967390469",8.848914714
0672681A,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE KUTZENHAUSEN,ECOLE PRIMAIRE PUBLIQUE KUTZENHAUSEN,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 rue de l'Ecole,,67250,KUTZENHAUSEN,0,0,1er degré,Public,ce.0672681A@ac-strasbourg.fr,0388805501,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,62,61,48.93339096,7.854991495,"48,91919561","7,967390469",8.362009694
0670565A,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE EBERBACH SELTZ,ECOLE PRIMAIRE PUBLIQUE EBERBACH SELTZ,COLLEGE CHARLES DE GAULLE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,20 rue de l'Eglise,,67470,EBERBACH SELTZ,0,0,1er degré,Public,ce.0670565A@ac-strasbourg.fr,0388861367,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,SELTZ Charles de Gaulle,NORD 3,MERCKEL Stéphanie,PIAL_0672381Z,,39,45,48.92880305,8.067146388,"48,91919561","7,967390469",7.366212868
0670607W,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE INGOLSHEIM,ECOLE PRIMAIRE PUBLIQUE INGOLSHEIM,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,7 rue Eckhard,,67250,INGOLSHEIM,0,0,1er degré,Public,ce.0670607W@ac-strasbourg.fr,0388531686,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,37,37,48.97376245,7.938236697,"48,91919561","7,967390469",6.430252758
0670372R,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE SOULTZ SOUS FORETS,ECOLE MATERNELLE PUBLIQUE SOULTZ SOUS FORETS,COLLEGE DE L'OUTRE FORET,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,3 rue des Ecoles,,67250,SOULTZ SOUS FORETS,0,0,1er degré,Public,ce.0670372R@ac-strasbourg.fr,0388804830,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,84,99,48.93804594,7.88217984,"48,91919561","7,967390469",6.568469434
0672008U,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SOULTZ SOUS FORETS,ECOLE PRIMAIRE PUBLIQUE SOULTZ SOUS FORETS,COLLEGE DE L'OUTRE FORET,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,5 rue des Ecoles,,67250,SOULTZ SOUS FORETS,0,1,1er degré,Public,ce.0672008U@ac-strasbourg.fr,0388072942,,,WISSEMBOURG,OUTRE FORET,Outre Foret,NORD,WISSEMBOURG Otfried,NORD 3,MERCKEL Stéphanie,PIAL_0671827X,,174,203,48.93804594,7.88217984,"48,91919561","7,967390469",6.568469434
